"原因","作物","藥劑","防治對象數","成分逐一判定","作物歸類","人工確認(是/否)","備註"
"近似作物名","豌豆","白列克敏","1","PYRACLOSTROBIN=近似作物名待確認(標準有近似名:其他乾豆類(落花生、小扁豆、菜豆、大豆、葵花籽、豌豆除外)、葉用豌豆、豌豆(包括莢豌豆及甜豌豆)、豌豆(乾)) | BOSCALID=有容許量(豌豆 1ppm)","MRL 同名+乾豆類/豆菜類","",""
"近似作物名","豌豆","氟比拔克","2","FLUOPICOLIDE=近似作物名待確認(標準有近似名:?用豌豆) | PROPAMOCARB HYDROCHLORIDE=有容許量(豌豆 0.1ppm)","MRL 同名+乾豆類/豆菜類","",""
"近似作物名","豌豆","氟速芬","1","FLUENSULFONE=近似作物名待確認(標準有近似名:葉用豌豆)","MRL 同名+乾豆類/豆菜類","",""
"通用列","豌豆","益達胺","1","IMIDACLOPRID=通用列待確認(標準有通用列:其他小葉菜類(半結球萵苣、不結球萵苣、蒜、蕗蕎及芹菜除外)、其他包葉菜類(結球萵苣除外)、其他豆菜類(毛豆除外)、其他果菜類(甜椒、金針除外)、其他核果類(橄欖除外)、其他根莖菜類(茭白筍、蓮藕、山藥、洋蔥、紅蔥頭、馬鈴薯、黑皮波羅門參、牛蒡、百合鱗莖、竹筍、芋頭、豆薯除外)、其他乾豆類(油菜籽、葵花籽、蓮子、落花生、大豆、芝麻除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+乾豆類/豆菜類","",""
"近似作物名","豌豆","達滅克敏","1","PYRACLOSTROBIN=近似作物名待確認(標準有近似名:其他乾豆類(落花生、小扁豆、菜豆、大豆、葵花籽、豌豆除外)、葉用豌豆、豌豆(包括莢豌豆及甜豌豆)、豌豆(乾)) | DIMETHOMORPH=有容許量(豌豆 2ppm)","MRL 同名+乾豆類/豆菜類","",""
"近似作物名","豌豆","鋅錳座賽胺","1","MANCOZEB=查無對應(標準與免訂清單皆無此成分(法規狀態未定,已去函食藥署)) | ZOXAMIDE=近似作物名待確認(標準有近似名:葉用豌豆)","MRL 同名+乾豆類/豆菜類","",""
"近似作物名","樹豆","三氟得克利","1","TRIFLOXYSTROBIN=近似作物名待確認(標準有近似名:樹豆(乾)、樹豆(鮮)) | TEBUCONAZOLE=有容許量(乾豆類 0.5ppm)","乾豆類/豆菜類","",""
"近似作物名","樹豆","三氟敏","1","TRIFLOXYSTROBIN=近似作物名待確認(標準有近似名:樹豆(乾)、樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","可芬諾","1","CHROMAFENOZIDE=近似作物名待確認(標準有近似名:樹豆(乾)、樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","可滅蹤","1","CLOMAZONE=近似作物名待確認(標準有近似名:樹豆(鮮)、樹豆(乾))","乾豆類/豆菜類","",""
"近似作物名","樹豆","四克利","1","TETRACONAZOLE=近似作物名待確認(標準有近似名:樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","四氯異苯腈","1","CHLOROTHALONIL=近似作物名待確認(標準有近似名:樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","白列克敏","1","PYRACLOSTROBIN=近似作物名待確認(標準有近似名:樹豆(鮮)) | BOSCALID=近似作物名待確認(標準有近似名:樹豆(乾)、樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","百利普芬","1","PYRIPROXYFEN=近似作物名待確認(標準有近似名:樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","克凡派","5","CHLORFENAPYR=近似作物名待確認(標準有近似名:樹豆(乾)、樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","快諾芬","1","QUINOXYFEN=近似作物名待確認(標準有近似名:樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","亞托敏","2","AZOXYSTROBIN=近似作物名待確認(標準有近似名:其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、萊豆、菜豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)、樹豆(鮮)、樹豆(乾))","乾豆類/豆菜類","",""
"近似作物名","樹豆","亞滅培","1","ACETAMIPRID=近似作物名待確認(標準有近似名:其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、菜豆、萊豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)、樹豆(乾)、樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","阿巴汀","1","ABAMECTIN=近似作物名待確認(標準有近似名:樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","剋安勃","1","CHLORANTRANILIPROLE=近似作物名待確認(標準有近似名:樹豆(鮮)、樹豆(乾))","乾豆類/豆菜類","",""
"近似作物名","樹豆","氟尼胺","1","FLONICAMID=近似作物名待確認(標準有近似名:樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","派滅芬","1","PYDIFLUMETOFEN=近似作物名待確認(標準有近似名:樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","密滅汀","1","MILBEMECTIN=近似作物名待確認(標準有近似名:樹豆(乾)、樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","速殺氟","1","SULFOXAFLOR=近似作物名待確認(標準有近似名:樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","普拔克","1","PROPAMOCARB HYDROCHLORIDE=近似作物名待確認(標準有近似名:樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","祿芬隆","1","LUFENURON=近似作物名待確認(標準有近似名:樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","達特南","1","DINOTEFURAN=近似作物名待確認(標準有近似名:樹豆(乾))","乾豆類/豆菜類","",""
"近似作物名","樹豆","達滅芬","1","DIMETHOMORPH=近似作物名待確認(標準有近似名:樹豆(乾)、樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","賓克隆","1","PENCYCURON=近似作物名待確認(標準有近似名:樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","賽安勃","2","CYANTRANILIPROLE=近似作物名待確認(標準有近似名:樹豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","樹豆","賽速安勃","1","THIAMETHOXAM=有容許量(乾豆類 0.02ppm) | CHLORANTRANILIPROLE=近似作物名待確認(標準有近似名:樹豆(鮮)、樹豆(乾))","乾豆類/豆菜類","",""
"近似作物名","樹豆","邁克尼","1","MYCLOBUTANIL=近似作物名待確認(標準有近似名:樹豆(鮮))","乾豆類/豆菜類","",""
"通用列","樹薯","佈飛百滅寧","1","PROFENOFOS=有容許量(根莖菜類 0.05ppm) | PERMETHRIN=通用列待確認(標準有通用列:其他包葉菜類(甘藍及結球萵苣除外)、其他根莖菜類(蘆筍除外)、其他乾豆類(棉籽、葵花籽除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"通用列","樹薯","福多寧","1","FLUTOLANIL=通用列待確認(標準有通用列:其他根莖菜類(芋頭、胡蘿蔔除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"通用列","錦葵科果菜類","賽洛安勃","1","LAMBDA-CYHALOTHRIN=查無對應(標準與免訂清單皆無此成分(法規狀態未定,已去函食藥署)) | CHLORANTRANILIPROLE=通用列待確認(標準有通用列:其他十字花科包葉菜類(甘藍、青花菜除外)、其他小葉菜類(十字花科小葉菜類、不結球萵苣、半結球萵苣、芹菜、菠菜、葉用豌豆、白鳳菜、芳香萬壽菊、青蔥、枸杞葉、紅鳳菜、韭菜、韭菜花、韭黃、香椿、茼蒿、蒜、龍鬚菜、闊包菊除外)、其他小漿果類(草莓、黑莓、蔓越莓、藍莓、覆盆子、葡萄除外)、其他瓜果類(洋香瓜、香瓜除外)、其他瓜菜類(胡瓜除外)、其他果菜類(甜椒、番茄、辣椒除外)、其他根莖菜類(胡蘿蔔、豆薯、狗尾草根、闊葉大豆根、蘿蔔除外)、其他堅果類(杏仁、美洲胡桃除外)、其他梨果類(李、杏、油桃、桃、梅、梨、蘋果、櫻桃除外)、其他麥類(大麥、小麥除外)、其他雜糧類(高粱除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","果菜類","",""
"通用列","龍眼","甲基多保淨","1","THIOPHANATE-METHYL=通用列待確認(經對照總表(法規原文→貝芬替);標準有通用列:其他小漿果類(草莓及葡萄除外)、其他果菜類(洛神葵除外)、其他柑桔類(檸檬除外)、其他香辛植物(果實)(胡椒除外)、其他核果類(芒果除外)、其他乾豆類(油菜籽、落花生、大豆除外)、其他堅果類(澳洲胡桃除外)、其他梨果類(印度棗及櫻桃除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+核果類","",""
"通用列","龍眼","第滅寧","1","DELTAMETHRIN=通用列待確認(標準有通用列:其他根莖菜類(牛蒡、竹筍、洋蔥、胡蘿蔔、黑皮波羅門參、蘿蔔除外)、其他雜糧類(高粱除外)、其他果菜類(金針除外)、其他核果類(橄欖除外)、其他梨果類(桃除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+核果類","",""
"通用列","龍眼","賽洛寧","4","LAMBDA-CYHALOTHRIN=通用列待確認(經對照總表(中文通用名→Cyhalothrin);標準有通用列:其他小葉菜類(蒜除外)、其他核果類(荔枝除外)、其他根莖菜類(山藥、牛蒡、甘藷、芋頭、豆薯、洋蔥、胡蘿蔔、百合鱗莖、紅蔥頭、馬鈴薯、黑皮波羅門參、蒜頭、樹薯、蕎頭、狗尾草根、闊葉大豆根及蘆筍除外)、其他堅果類(胡桃、榛果除外)、其他梨果類(柿除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+核果類","",""
"通用列","龍鬚菜","克凡派","2","CHLORFENAPYR=通用列待確認(標準有通用列:其他瓜果類(洋香瓜除外)、其他小葉菜類(韭菜、茼蒿、菠菜、葉用豌豆除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","龍鬚菜","亞托敏","1","AZOXYSTROBIN=通用列待確認(標準有通用列:其他小葉菜類(半結球萵苣、不結球萵苣、芹菜、青蔥、蒜及茼蒿除外)、其他小漿果類(藍莓、覆盆子除外)、其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、萊豆、菜豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)、其他果菜類(枸杞、茄子、甜椒、番茄、辣椒除外)、其他根莖菜類(芋頭、洋蔥、馬鈴薯、甜菜根、人參(鮮)、牛蒡、豆薯、百合鱗莖、紅蔥頭、黑皮波羅門參、蕎頭、薑、蘆筍除外)、其他草木本植物(火龍果花、菊花除外)、其他堅果類(杏仁、開心果除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","龍鬚菜","益達胺","1","IMIDACLOPRID=通用列待確認(標準有通用列:其他小葉菜類(半結球萵苣、不結球萵苣、蒜、蕗蕎及芹菜除外)、其他包葉菜類(結球萵苣除外)、其他豆菜類(毛豆除外)、其他果菜類(甜椒、金針除外)、其他核果類(橄欖除外)、其他根莖菜類(茭白筍、蓮藕、山藥、洋蔥、紅蔥頭、馬鈴薯、黑皮波羅門參、牛蒡、百合鱗莖、竹筍、芋頭、豆薯除外)、其他乾豆類(油菜籽、葵花籽、蓮子、落花生、大豆、芝麻除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","蕗蕎","克凡派","2","CHLORFENAPYR=通用列待確認(標準有通用列:其他瓜果類(洋香瓜除外)、其他小葉菜類(韭菜、茼蒿、菠菜、葉用豌豆除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","蕗蕎","亞滅培","1","ACETAMIPRID=通用列待確認(標準有通用列:其他小漿果類(草莓、番石榴、楊桃、葡萄、蓮霧除外)、其他瓜菜類(小黃瓜、冬瓜、南瓜、扁蒲、胡瓜、苦瓜、夏南瓜、隼人瓜、絲瓜、越瓜除外)、其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、菜豆、萊豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)、其他果菜類(枸杞、秋葵、茄子、甜椒、番茄、辣椒除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","蕗蕎","得芬諾","1","TEBUFENOZIDE=通用列待確認(標準有通用列:其他小葉菜類(茼蒿除外)、其他梨果類(柿除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","蕗蕎","賽滅淨","1","CYROMAZINE=通用列待確認(標準有通用列:其他小葉菜類(?結球萵苣、半結球萵苣、芹菜、青蔥、菠菜、茼蒿除外)、其他豆菜類(萊豆除外)、其他包葉菜類(結球萵苣除外)、其他果菜類(甜椒、茄子、枸杞、番茄、辣椒除外))","MRL 同名+小葉菜類","",""
"通用列","蕹菜","硫敵克","1","THIODICARB=通用列待確認(標準有通用列:其他小葉菜類(芹菜除外)、其他包葉菜類(甘藍、青花菜及結球萵苣除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","蕹菜","賽洛寧","3","LAMBDA-CYHALOTHRIN=通用列待確認(經對照總表(中文通用名→Cyhalothrin);標準有通用列:其他小葉菜類(蒜除外)、其他核果類(荔枝除外)、其他根莖菜類(山藥、牛蒡、甘藷、芋頭、豆薯、洋蔥、胡蘿蔔、百合鱗莖、紅蔥頭、馬鈴薯、黑皮波羅門參、蒜頭、樹薯、蕎頭、狗尾草根、闊葉大豆根及蘆筍除外)、其他堅果類(胡桃、榛果除外)、其他梨果類(柿除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","蕹菜","賽速安勃","2","THIAMETHOXAM=有容許量(蕹菜 2ppm) | CHLORANTRANILIPROLE=通用列待確認(標準有通用列:其他十字花科包葉菜類(甘藍、青花菜除外)、其他小葉菜類(十字花科小葉菜類、不結球萵苣、半結球萵苣、芹菜、菠菜、葉用豌豆、白鳳菜、芳香萬壽菊、青蔥、枸杞葉、紅鳳菜、韭菜、韭菜花、韭黃、香椿、茼蒿、蒜、龍鬚菜、闊包菊除外)、其他小漿果類(草莓、黑莓、蔓越莓、藍莓、覆盆子、葡萄除外)、其他瓜果類(洋香瓜、香瓜除外)、其他瓜菜類(胡瓜除外)、其他果菜類(甜椒、番茄、辣椒除外)、其他根莖菜類(胡蘿蔔、豆薯、狗尾草根、闊葉大豆根、蘿蔔除外)、其他堅果類(杏仁、美洲胡桃除外)、其他梨果類(李、杏、油桃、桃、梅、梨、蘋果、櫻桃除外)、其他麥類(大麥、小麥除外)、其他雜糧類(高粱除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
